|duration|orig_bytes|resp_bytes|local_orig|local_resp|missed_bytes|orig_pkts|orig_ip_bytes|resp_pkts|resp_ip_bytes|tunnel_parents|label|multi-label|proto_icmp|proto_tcp|proto_udp|service_-|service_dhcp|service_dns|service_http|service_irc|service_ssh|service_ssl|conn_state_OTH|conn_state_REJ|conn_state_RSTO|conn_state_RSTOS0|conn_state_RSTR|conn_state_RSTRH|conn_state_S0|conn_state_S1|conn_state_S2|conn_state_S3|conn_state_SF|conn_state_SH|conn_state_SHR
0|0.114184|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
1|160.367579|7536|0|-|-|0.0|24.0|8208.0|0.0|0.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
2|0.016986|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
3|0.003497|0|0|-|-|0.0|5.0|212.0|3.0|144.0|0|0|Benign|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
4|0.036724|34|311|-|-|0.0|1.0|62.0|1.0|339.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
5|384.518261|15072|0|-|-|0.0|48.0|16416.0|0.0|0.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
6|0.270332|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
7|0.111429|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
8|0.114433|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
9|0.016984|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
10|0.003497|0|0|-|-|0.0|4.0|172.0|2.0|92.0|0|0|Benign|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
11|0.040227|34|311|-|-|0.0|1.0|62.0|1.0|339.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
12|0.270346|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
13|0.109684|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
14|0.114426|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
15|0.016980|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
16|1633.044330|60288|0|-|-|0.0|192.0|65664.0|0.0|0.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
17|0.003498|0|0|-|-|0.0|4.0|172.0|2.0|92.0|0|0|Benign|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
18|0.183145|34|311|-|-|0.0|1.0|62.0|1.0|339.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
19|0.272344|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
20|0.109436|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
21|766.048560|28260|0|-|-|0.0|90.0|30780.0|0.0|0.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
22|50.851218|3768|0|-|-|0.0|12.0|4104.0|0.0|0.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
23|0.088446|1847|1539|-|-|0.0|7.0|2139.0|7.0|1823.0|0|0|Benign|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
24|0.109187|1847|791|-|-|0.0|6.0|2099.0|6.0|1035.0|0|0|Benign|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
25|0.050455|37|179|-|-|0.0|1.0|65.0|1.0|207.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
26|0.003998|37|442|-|-|0.0|1.0|65.0|1.0|470.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
27|0.000499|37|100|-|-|0.0|1.0|65.0|1.0|128.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
28|0.000500|37|132|-|-|0.0|1.0|65.0|1.0|160.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
29|0.003499|0|0|-|-|0.0|4.0|172.0|3.0|132.0|0|0|Benign|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
30|0.046210|34|297|-|-|0.0|1.0|62.0|1.0|325.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
31|0.114417|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
32|0.017238|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
33|50.868027|3768|0|-|-|0.0|12.0|4104.0|0.0|0.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
34|0.269349|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
35|0.003495|0|0|-|-|0.0|5.0|212.0|3.0|144.0|0|0|Benign|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
36|0.036214|34|311|-|-|0.0|1.0|62.0|1.0|339.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
37|1480.810378|52752|0|-|-|0.0|168.0|57456.0|0.0|0.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
38|0.003496|0|0|-|-|0.0|4.0|172.0|2.0|92.0|0|0|Benign|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
39|0.200137|34|297|-|-|0.0|1.0|62.0|1.0|325.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
40|0.109694|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
41|0.116179|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
42|0.016732|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
43|3.000292|0|0|-|-|0.0|6.0|276.0|2.0|92.0|0|0|Benign|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
44|0.119679|34|297|-|-|0.0|1.0|62.0|1.0|325.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
45|1032.879228|37680|0|-|-|0.0|120.0|41040.0|0.0|0.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
46|50.830580|3768|0|-|-|0.0|12.0|4104.0|0.0|0.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
47|0.270102|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
48|322.370929|13188|0|-|-|0.0|42.0|14364.0|0.0|0.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
49|0.089448|1847|1539|-|-|0.0|7.0|2151.0|7.0|1831.0|0|0|Benign|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
50|0.114934|1847|791|-|-|0.0|6.0|2099.0|6.0|1035.0|0|0|Benign|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
51|0.180398|37|179|-|-|0.0|1.0|65.0|1.0|207.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
52|0.003752|37|442|-|-|0.0|1.0|65.0|1.0|470.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
53|0.000750|37|132|-|-|0.0|1.0|65.0|1.0|160.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
54|0.061961|34|311|-|-|0.0|1.0|62.0|1.0|339.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
55|0.109678|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
56|0.016723|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
57|0.003248|0|0|-|-|0.0|4.0|172.0|2.0|92.0|0|0|Benign|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
58|0.042224|34|297|-|-|0.0|1.0|62.0|1.0|325.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
59|1643.646987|58404|0|-|-|0.0|186.0|63612.0|0.0|0.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
60|0.269861|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
61|109.999279|5652|0|-|-|0.0|18.0|6156.0|0.0|0.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
62|0.034980|34|297|-|-|0.0|1.0|62.0|1.0|325.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
63|0.109194|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
64|0.107433|34|297|-|-|0.0|1.0|62.0|1.0|325.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
65|0.016983|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
66|0.114429|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
67|0.269841|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
68|0.093946|1847|1539|-|-|0.0|7.0|2151.0|7.0|1831.0|0|0|Benign|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
69|0.126426|1847|791|-|-|0.0|6.0|2099.0|6.0|1035.0|0|0|Benign|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
70|0.039463|37|179|-|-|0.0|1.0|65.0|1.0|207.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
71|0.004250|37|442|-|-|0.0|1.0|65.0|1.0|470.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
72|0.003250|0|0|-|-|0.0|4.0|172.0|3.0|132.0|0|0|Benign|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
73|0.046721|34|297|-|-|0.0|1.0|62.0|1.0|325.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
74|0.003745|0|0|-|-|0.0|4.0|172.0|3.0|132.0|0|0|Benign|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
75|0.051225|34|297|-|-|0.0|1.0|62.0|1.0|325.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
76|0.109680|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
77|0.016990|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
78|0.114424|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
79|0.003247|0|0|-|-|0.0|5.0|212.0|3.0|144.0|0|0|Benign|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
80|0.040470|34|297|-|-|0.0|1.0|62.0|1.0|325.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
81|0.272601|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
82|0.003501|0|0|-|-|0.0|4.0|172.0|3.0|132.0|0|0|Benign|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
83|0.196634|34|297|-|-|0.0|1.0|62.0|1.0|325.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
84|0.109685|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
85|0.016989|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
86|0.114182|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
87|0.094447|1847|1539|-|-|0.0|7.0|2139.0|7.0|1823.0|0|0|Benign|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
88|0.113685|1847|791|-|-|0.0|6.0|2099.0|6.0|1043.0|0|0|Benign|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
89|0.210379|1595|177|-|-|0.0|8.0|1927.0|7.0|469.0|0|0|Benign|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
90|0.200631|37|179|-|-|0.0|1.0|65.0|1.0|207.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
91|0.004000|37|442|-|-|0.0|1.0|65.0|1.0|470.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
92|0.000500|37|100|-|-|0.0|1.0|65.0|1.0|128.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
93|0.197378|41|124|-|-|0.0|1.0|69.0|1.0|152.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
94|0.039479|34|297|-|-|0.0|1.0|62.0|1.0|325.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
95|0.272087|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
96|0.038729|34|297|-|-|0.0|1.0|62.0|1.0|325.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
97|0.109672|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
98|0.003496|0|0|-|-|0.0|5.0|212.0|3.0|144.0|0|0|Benign|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
99|0.104447|34|297|-|-|0.0|1.0|62.0|1.0|325.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
100|0.116177|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
101|0.270104|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
102|0.003248|0|0|-|-|0.0|5.0|212.0|3.0|144.0|0|0|Benign|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
103|0.107436|34|311|-|-|0.0|1.0|62.0|1.0|339.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
104|0.089197|1847|1539|-|-|0.0|7.0|2151.0|7.0|1831.0|0|0|Benign|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
105|0.109936|1847|791|-|-|0.0|6.0|2099.0|6.0|1043.0|0|0|Benign|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
106|0.055701|37|179|-|-|0.0|1.0|65.0|1.0|207.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
107|0.004751|37|442|-|-|0.0|1.0|65.0|1.0|470.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
108|0.000498|37|100|-|-|0.0|1.0|65.0|1.0|128.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
109|0.121426|34|297|-|-|0.0|1.0|62.0|1.0|325.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
110|0.109928|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
111|0.016972|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
112|0.114174|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
113|0.004245|0|0|-|-|0.0|4.0|172.0|2.0|92.0|0|0|Benign|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
114|0.034488|34|297|-|-|0.0|1.0|62.0|1.0|325.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
115|0.269845|48|48|-|-|0.0|1.0|76.0|1.0|76.0|0|0|Benign|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
116|0.120428|34|297|-|-|0.0|1.0|62.0|1.0|325.0|0|0|Benign|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
